element,mass.number,age,worker,intake,type,size,organ,dose
Cs,134,3mo,FALSE,Inh,Aerosol.Type.S,1,Effective,7e-08
Cs,134,3mo,FALSE,Inh,Aerosol.Type.S,3,Effective,4.3e-08
Cs,134,3mo,FALSE,Inh,Aerosol.Type.S,5,Effective,3.5e-08
Cs,134,3mo,FALSE,Inh,Aerosol.Type.S,10,Effective,2.1e-08
Cs,134,3mo,FALSE,Ing,NA,NA,Effective,2.6e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,0.001,Effective,1.1e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,0.003,Effective,1.2e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,0.01,Effective,1.2e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,0.03,Effective,1.2e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,0.1,Effective,7.4e-09
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,0.3,Effective,5.3e-09
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,1,Effective,7.3e-09
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,3,Effective,9.5e-09
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,5,Effective,9.4e-09
Cs,134,1y,FALSE,Inh,Aerosol.Type.F,10,Effective,8.5e-09
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,0.001,Effective,3.8e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,0.003,Effective,7.8e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,0.01,Effective,1.1e-07
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,0.03,Effective,1.1e-07
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,0.1,Effective,7.5e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,0.3,Effective,4.1e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,1,Effective,2.6e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,3,Effective,2.1e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,5,Effective,1.7e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.M,10,Effective,1.1e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,0.001,Effective,4.7e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,0.003,Effective,1e-07
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,0.01,Effective,1.8e-07
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,0.03,Effective,2.8e-07
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,0.1,Effective,2e-07
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,0.3,Effective,1.1e-07
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,1,Effective,6.3e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,3,Effective,3.9e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,5,Effective,3.2e-08
Cs,134,1y,FALSE,Inh,Aerosol.Type.S,10,Effective,1.8e-08
Cs,134,1y,FALSE,Ing,NA,NA,Effective,1.6e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,0.001,Effective,8.6e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,0.003,Effective,9.3e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,0.01,Effective,1e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,0.03,Effective,9.5e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,0.1,Effective,5.4e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,0.3,Effective,3.5e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,1,Effective,5.2e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,3,Effective,7.3e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,5,Effective,7.4e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.F,10,Effective,6.7e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,0.001,Effective,2.4e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,0.003,Effective,4.6e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,0.01,Effective,6.3e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,0.03,Effective,6.8e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,0.1,Effective,4e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,0.3,Effective,2.1e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,1,Effective,1.6e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,3,Effective,1.4e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,5,Effective,1.2e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.M,10,Effective,7.8e-09
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,0.001,Effective,2.9e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,0.003,Effective,5.9e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,0.01,Effective,1.2e-07
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,0.03,Effective,1.8e-07
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,0.1,Effective,1.1e-07
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,0.3,Effective,5.8e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,1,Effective,4.1e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,3,Effective,3.1e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,5,Effective,2.3e-08
Cs,134,5y,FALSE,Inh,Aerosol.Type.S,10,Effective,1.4e-08
Cs,134,5y,FALSE,Ing,NA,NA,Effective,1.3e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,0.001,Effective,8.5e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,0.003,Effective,9.5e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,0.01,Effective,1.1e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,0.03,Effective,1e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,0.1,Effective,5.5e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,0.3,Effective,3.6e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,1,Effective,5.3e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,3,Effective,7.3e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,5,Effective,7.3e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.F,10,Effective,6.6e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,0.001,Effective,1.8e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,0.003,Effective,3.3e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,0.01,Effective,4.6e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,0.03,Effective,4.9e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,0.1,Effective,2.7e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,0.3,Effective,1.4e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,1,Effective,1.2e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,3,Effective,1e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,5,Effective,8.1e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.M,10,Effective,5.7e-09
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,0.001,Effective,2.2e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,0.003,Effective,4.3e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,0.01,Effective,9.2e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,0.03,Effective,1.3e-07
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,0.1,Effective,7.3e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,0.3,Effective,3.8e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,1,Effective,2.8e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,3,Effective,2.2e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,5,Effective,1.6e-08
Cs,134,10y,FALSE,Inh,Aerosol.Type.S,10,Effective,9.7e-09
Cs,134,10y,FALSE,Ing,NA,NA,Effective,1.4e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,0.001,Effective,1.1e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,0.003,Effective,1.3e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,0.01,Effective,1.4e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,0.03,Effective,1.4e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,0.1,Effective,7.2e-09
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,0.3,Effective,4.4e-09
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,1,Effective,6.3e-09
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,3,Effective,9.3e-09
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,5,Effective,9.7e-09
Cs,134,15y,FALSE,Inh,Aerosol.Type.F,10,Effective,8.9e-09
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,0.001,Effective,1.5e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,0.003,Effective,2.6e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,0.01,Effective,3.6e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,0.03,Effective,3.8e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,0.1,Effective,2.1e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,0.3,Effective,1.1e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,1,Effective,1.1e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,3,Effective,1.1e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,5,Effective,9.1e-09
Cs,134,15y,FALSE,Inh,Aerosol.Type.M,10,Effective,5.6e-09
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,0.001,Effective,1.8e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,0.003,Effective,3.4e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,0.01,Effective,7e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,0.03,Effective,9.4e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,0.1,Effective,5.2e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,0.3,Effective,2.7e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,1,Effective,2.3e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,3,Effective,2.1e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,5,Effective,1.6e-08
Cs,134,15y,FALSE,Inh,Aerosol.Type.S,10,Effective,8.7e-09
Cs,134,15y,FALSE,Ing,NA,NA,Effective,1.9e-08
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,0.001,Effective,1.1e-08
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,0.003,Effective,1.3e-08
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,0.01,Effective,1.5e-08
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,0.03,Effective,1.4e-08
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,0.1,Effective,7.7e-09
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,0.3,Effective,4.8e-09
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,1,Effective,6.8e-09
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,3,Effective,9.5e-09
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,5,Effective,9.6e-09
Cs,134,Adult,TRUE,Inh,Aerosol.Type.F,10,Effective,8.5e-09
Cs,134,Adult,TRUE,Ing,NA,NA,Effective,1.9e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,0.001,Effective,7.7e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,0.003,Effective,8.8e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,0.01,Effective,1e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,0.03,Effective,1e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,0.1,Effective,5.4e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,0.3,Effective,3.3e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,1,Effective,4.6e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,3,Effective,6.6e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,5,Effective,6.7e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.F,10,Effective,6e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,0.001,Effective,1.7e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,0.003,Effective,3e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,0.01,Effective,3.7e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,0.03,Effective,3.6e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,0.1,Effective,2e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,0.3,Effective,1.1e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,1,Effective,9.7e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,3,Effective,9.6e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,5,Effective,7.8e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.M,10,Effective,4.6e-09
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,0.001,Effective,2.2e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,0.003,Effective,4.3e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,0.01,Effective,1.1e-07
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,0.03,Effective,1.6e-07
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,0.1,Effective,9.3e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,0.3,Effective,4.9e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,1,Effective,3.9e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,3,Effective,3.3e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,5,Effective,2.4e-08
Cs,137,Adult,FALSE,Inh,Aerosol.Type.S,10,Effective,1.2e-08
Cs,137,Adult,FALSE,Ing,NA,NA,Effective,1.3e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,0.001,Effective,1.3e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,0.003,Effective,1.4e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,0.01,Effective,1.6e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,0.03,Effective,1.4e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,0.1,Effective,9.4e-09
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,0.3,Effective,6.6e-09
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,1,Effective,8.8e-09
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,3,Effective,1.1e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,5,Effective,1.1e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.F,10,Effective,9.8e-09
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,0.001,Effective,6.1e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,0.003,Effective,1.4e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,0.01,Effective,1.8e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,0.03,Effective,1.6e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,0.1,Effective,1.1e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,0.3,Effective,5.8e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,1,Effective,3.6e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,3,Effective,2.6e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,5,Effective,2.2e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.M,10,Effective,1.4e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,0.001,Effective,7.7e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,0.003,Effective,1.8e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,0.01,Effective,2.9e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,0.03,Effective,4.6e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,0.1,Effective,3.5e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,0.3,Effective,1.9e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,1,Effective,1.1e-07
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,3,Effective,6.6e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,5,Effective,4.5e-08
Cs,137,3mo,FALSE,Inh,Aerosol.Type.S,10,Effective,2.8e-08
Cs,137,3mo,FALSE,Ing,NA,NA,Effective,2.1e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,0.001,Effective,7.8e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,0.003,Effective,8.5e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,0.01,Effective,9.3e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,0.03,Effective,8.8e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,0.1,Effective,5.6e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,0.3,Effective,4e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,1,Effective,5.4e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,3,Effective,6.8e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,5,Effective,6.8e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.F,10,Effective,6e-09
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,0.001,Effective,5.1e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,0.003,Effective,1.1e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,0.01,Effective,1.3e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,0.03,Effective,1.3e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,0.1,Effective,8.5e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,0.3,Effective,4.6e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,1,Effective,2.9e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,3,Effective,2.1e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,5,Effective,1.5e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.M,10,Effective,1.1e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,0.001,Effective,6.6e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,0.003,Effective,1.4e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,0.01,Effective,2.7e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,0.03,Effective,4.6e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,0.1,Effective,3.3e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,0.3,Effective,1.8e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,1,Effective,1e-07
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,3,Effective,6.2e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,5,Effective,4.2e-08
Cs,137,1y,FALSE,Inh,Aerosol.Type.S,10,Effective,2.5e-08
Cs,137,1y,FALSE,Ing,NA,NA,Effective,1.2e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,0.001,Effective,5.9e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,0.003,Effective,6.5e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,0.01,Effective,7.2e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,0.03,Effective,6.7e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,0.1,Effective,3.9e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,0.3,Effective,2.5e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,1,Effective,3.6e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,3,Effective,5e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,5,Effective,5.1e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.F,10,Effective,4.6e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,0.001,Effective,3.2e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,0.003,Effective,6.2e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,0.01,Effective,7.8e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,0.03,Effective,7.6e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,0.1,Effective,4.4e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,0.3,Effective,2.3e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,1,Effective,1.8e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,3,Effective,1.5e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,5,Effective,1.2e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.M,10,Effective,7.6e-09
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,0.001,Effective,4.1e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,0.003,Effective,8.4e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,0.01,Effective,1.8e-07
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,0.03,Effective,3e-07
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,0.1,Effective,1.9e-07
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,0.3,Effective,9.8e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,1,Effective,7e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,3,Effective,5.2e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,5,Effective,3.7e-08
Cs,137,5y,FALSE,Inh,Aerosol.Type.S,10,Effective,2.1e-08
Cs,137,5y,FALSE,Ing,NA,NA,Effective,9.6e-09
Cs,137,10y,FALSE,Inh,Aerosol.Type.F,0.001,Effective,5.9e-09
Cs,137,10y,FALSE,Inh,Aerosol.Type.F,0.003,Effective,6.7e-09
Cs,137,10y,FALSE,Inh,Aerosol.Type.F,0.01,Effective,7.6e-09
Cs,137,10y,FALSE,Inh,Aerosol.Type.F,0.03,Effective,7.2e-09
Cs,137,10y,FALSE,Inh,Aerosol.Type.F,0.1,Effective,3.9e-09
