model,proposed.by,year,element,age,sex,intake,type,from,to,transfer.coefficient
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,ETseq.i,ETseq.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,BB1.i,BB1.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,BB2.i,BB2.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,BBseq.i,BBseq.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,bb1.i,bb1.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,bb2.i,bb2.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,bbseq.i,bbseq.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,AI1.i,AI1.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,AI2.i,AI2.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,AI3.i,AI3.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,LNET.i,LNET.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,LNTH.i,LNTH.t,90
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,ET2.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,ETseq.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,BB1.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,BB2.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,BBseq.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,bb1.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,bb2.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,bbseq.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,AI1.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,AI2.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,AI3.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,LNET.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,LNTH.t,Blood,1e-04
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,ET1.i,ET1.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,ET2.i,ET2.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,ETseq.i,ETseq.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,BB1.i,BB1.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,BB2.i,BB2.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,BBseq.i,BBseq.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,bb1.i,bb1.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,bb2.i,bb2.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,bbseq.i,bbseq.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,AI1.i,AI1.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,AI2.i,AI2.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,AI3.i,AI3.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,LNET.i,LNET.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.S,LNTH.i,LNTH.t,100
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,BB2.t,Blood,0.005
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,BBseq.t,Blood,0.005
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,bb1.t,Blood,0.005
HRTM,ICRP.publ.66,1994,All,All,All,Inh,Aerosol.Type.M,bb2.t,Blood,0.005
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,1.5
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.122448979591837
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,All,All,Blood,Body.Tissue.A,NA
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,All,All,Blood,Body.Tissue.B,2.77258872223978
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,All,All,Body.Tissue.A,Bladder,NA
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,All,All,Body.Tissue.A,Upper.Large.Intestine,NA
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,All,All,Body.Tissue.B,Bladder,0.0346573590279973
Biokinetic,ICRP.publ.67,1992,Cs,3mo,All,All,All,Body.Tissue.B,Upper.Large.Intestine,0.00866433975699932
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,All,All,Blood,Body.Tissue.A,NA
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,All,All,Blood,Body.Tissue.B,2.77258872223978
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,All,All,Body.Tissue.A,Bladder,NA
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,All,All,Body.Tissue.A,Upper.Large.Intestine,NA
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,All,All,Body.Tissue.B,Bladder,0.0426552111113812
Biokinetic,ICRP.publ.67,1992,Cs,1y,All,All,All,Body.Tissue.B,Upper.Large.Intestine,0.0106638027778453
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,All,All,Blood,Body.Tissue.A,1.2476649250079
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,All,All,Blood,Body.Tissue.B,1.52492379723188
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,All,All,Body.Tissue.A,Bladder,0.0609360158734018
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,All,All,Body.Tissue.A,Upper.Large.Intestine,0.0152340039683504
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,All,All,Body.Tissue.B,Bladder,0.0184839248149319
Biokinetic,ICRP.publ.67,1992,Cs,5y,All,All,All,Body.Tissue.B,Upper.Large.Intestine,0.00462098120373297
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,All,All,Blood,Body.Tissue.A,0.831776616671934
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,All,All,Blood,Body.Tissue.B,1.94081210556785
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,All,All,Body.Tissue.A,Bladder,0.0956065076634407
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,All,All,Body.Tissue.A,Upper.Large.Intestine,0.0239016269158602
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,All,All,Body.Tissue.B,Bladder,0.0110903548889591
Biokinetic,ICRP.publ.67,1992,Cs,10y,All,All,All,Body.Tissue.B,Upper.Large.Intestine,0.00277258872223978
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,All,All,Blood,Body.Tissue.A,0.360436533891172
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,All,All,Blood,Body.Tissue.B,2.41215218834861
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,All,All,Body.Tissue.A,Bladder,0.252053520203616
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,All,All,Body.Tissue.A,Upper.Large.Intestine,0.0630133800509041
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,All,All,Body.Tissue.B,Bladder,0.00596255639191351
Biokinetic,ICRP.publ.67,1992,Cs,15y,All,All,All,Body.Tissue.B,Upper.Large.Intestine,0.00149063909797838
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,All,All,Blood,Body.Tissue.A,0.277258872223978
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,All,All,Blood,Body.Tissue.B,2.4953298500158
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,All,All,Body.Tissue.A,Bladder,0.277258872223978
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,All,All,Body.Tissue.A,Upper.Large.Intestine,0.0693147180559945
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,All,All,Body.Tissue.B,Bladder,0.00504107040407233
Biokinetic,ICRP.publ.67,1992,Cs,20y,All,All,All,Body.Tissue.B,Upper.Large.Intestine,0.00126026760101808
UBM,ICRP.publ.67,1992,All,3mo,All,All,All,Bladder,Urine,40
UBM,ICRP.publ.67,1992,All,1y,All,All,All,Bladder,Urine,32
UBM,ICRP.publ.67,1992,All,5y,All,All,All,Bladder,Urine,12
UBM,ICRP.publ.67,1992,All,10y,All,All,All,Bladder,Urine,12
UBM,ICRP.publ.67,1992,All,15y,All,All,All,Bladder,Urine,12
UBM,ICRP.publ.67,1992,All,20y,All,All,All,Bladder,Urine,12
Biokinetic,ICRP.publ.56,1990,I,3mo,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,3mo,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,3mo,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,1.5
Biokinetic,ICRP.publ.56,1990,I,3mo,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.122448979591837
Biokinetic,ICRP.publ.56,1990,I,1y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,1y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,1y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.56,1990,I,1y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.56,1990,I,5y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,5y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,5y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.56,1990,I,5y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.56,1990,I,10y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,10y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,10y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.56,1990,I,10y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.56,1990,I,15y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,15y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,15y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.56,1990,I,15y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.56,1990,I,20y,All,Ing,All,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,20y,All,Inh,Aerosol.Type.F,Small.Intestine,Blood,594
Biokinetic,ICRP.publ.56,1990,I,20y,All,Inh,Aerosol.Type.M,Small.Intestine,Blood,0.666666666666667
Biokinetic,ICRP.publ.56,1990,I,20y,All,Inh,Aerosol.Type.S,Small.Intestine,Blood,0.0606060606060606
Biokinetic,ICRP.publ.56,1990,I,3mo,All,All,All,Blood,Thyroid,0.831776616671934
Biokinetic,ICRP.publ.56,1990,I,3mo,All,All,All,Blood,Bladder,1.94081210556785
Biokinetic,ICRP.publ.56,1990,I,3mo,All,All,All,Thyroid,Rest.of.Body,0.0618881411214237
Biokinetic,ICRP.publ.56,1990,I,3mo,All,All,All,Rest.of.Body,Blood,0.495105128971389
Biokinetic,ICRP.publ.56,1990,I,3mo,All,All,All,Rest.of.Body,Upper.Large.Intestine,0.123776282242847
Biokinetic,ICRP.publ.56,1990,I,1y,All,All,All,Blood,Thyroid,0.831776616671934
Biokinetic,ICRP.publ.56,1990,I,1y,All,All,All,Blood,Bladder,1.94081210556785
Biokinetic,ICRP.publ.56,1990,I,1y,All,All,All,Thyroid,Rest.of.Body,0.0462098120373297
Biokinetic,ICRP.publ.56,1990,I,1y,All,All,All,Rest.of.Body,Blood,0.369678496298637
Biokinetic,ICRP.publ.56,1990,I,1y,All,All,All,Rest.of.Body,Upper.Large.Intestine,0.0924196240746594
Biokinetic,ICRP.publ.56,1990,I,5y,All,All,All,Blood,Thyroid,0.831776616671934
Biokinetic,ICRP.publ.56,1990,I,5y,All,All,All,Blood,Bladder,1.94081210556785
Biokinetic,ICRP.publ.56,1990,I,5y,All,All,All,Thyroid,Rest.of.Body,0.0301368339373889
Biokinetic,ICRP.publ.56,1990,I,5y,All,All,All,Rest.of.Body,Blood,0.241094671499111
Biokinetic,ICRP.publ.56,1990,I,5y,All,All,All,Rest.of.Body,Upper.Large.Intestine,0.0602736678747779
Biokinetic,ICRP.publ.56,1990,I,10y,All,All,All,Blood,Thyroid,0.831776616671934
Biokinetic,ICRP.publ.56,1990,I,10y,All,All,All,Blood,Bladder,1.94081210556785
Biokinetic,ICRP.publ.56,1990,I,10y,All,All,All,Thyroid,Rest.of.Body,0.0119508134579301
Biokinetic,ICRP.publ.56,1990,I,10y,All,All,All,Rest.of.Body,Blood,0.0956065076634407
Biokinetic,ICRP.publ.56,1990,I,10y,All,All,All,Rest.of.Body,Upper.Large.Intestine,0.0239016269158602
Biokinetic,ICRP.publ.56,1990,I,15y,All,All,All,Blood,Thyroid,0.831776616671934
Biokinetic,ICRP.publ.56,1990,I,15y,All,All,All,Blood,Bladder,1.94081210556785
Biokinetic,ICRP.publ.56,1990,I,15y,All,All,All,Thyroid,Rest.of.Body,0.0103454803068649
Biokinetic,ICRP.publ.56,1990,I,15y,All,All,All,Rest.of.Body,Blood,0.0827638424549188
Biokinetic,ICRP.publ.56,1990,I,15y,All,All,All,Rest.of.Body,Upper.Large.Intestine,0.0206909606137297
Biokinetic,ICRP.publ.56,1990,I,20y,All,All,All,Blood,Thyroid,0.831776616671934
Biokinetic,ICRP.publ.56,1990,I,20y,All,All,All,Blood,Bladder,1.94081210556785
Biokinetic,ICRP.publ.56,1990,I,20y,All,All,All,Thyroid,Rest.of.Body,0.00866433975699932
Biokinetic,ICRP.publ.56,1990,I,20y,All,All,All,Rest.of.Body,Blood,0.0462098120373297
Biokinetic,ICRP.publ.56,1990,I,20y,All,All,All,Rest.of.Body,Upper.Large.Intestine,0.0115524530093324
GITM,ICRP.publ.30,1979,All,All,All,All,All,Stomach,Small.Intestine,24
GITM,ICRP.publ.30,1979,All,All,All,All,All,Small.Intestine,Upper.Large.Intestine,6
GITM,ICRP.publ.30,1979,All,All,All,All,All,Upper.Large.Intestine,Lower.Large.Intestine,1.8
GITM,ICRP.publ.30,1979,All,All,All,All,All,Lower.Large.Intestine,Feces,1
